source	target	polarity
ncbigene:156	ncbigene:125963	-1
ncbigene:156	ncbigene:138883	-1
ncbigene:156	ncbigene:138882	-1
ncbigene:156	ncbigene:158131	-1
ncbigene:156	ncbigene:219959	-1
ncbigene:156	ncbigene:219958	-1
ncbigene:156	ncbigene:346528	-1
ncbigene:156	ncbigene:346525	-1
ncbigene:156	ncbigene:135941	-1
ncbigene:156	ncbigene:442361	-1
ncbigene:156	ncbigene:392138	-1
ncbigene:156	ncbigene:79541	-1
ncbigene:156	ncbigene:393046	-1
ncbigene:156	ncbigene:401427	-1
ncbigene:156	ncbigene:81392	-1
ncbigene:156	ncbigene:144125	-1
ncbigene:156	ncbigene:338755	-1
ncbigene:156	ncbigene:127608	-1
ncbigene:156	ncbigene:391191	-1
ncbigene:156	ncbigene:121129	-1
ncbigene:156	ncbigene:341152	-1
ncbigene:156	ncbigene:127623	-1
ncbigene:156	ncbigene:81697	-1
ncbigene:156	ncbigene:442184	-1
ncbigene:156	ncbigene:26212	-1
ncbigene:156	ncbigene:4993	-1
ncbigene:156	ncbigene:81472	-1
ncbigene:156	ncbigene:120776	-1
ncbigene:156	ncbigene:120775	-1
ncbigene:156	ncbigene:26211	-1
ncbigene:156	ncbigene:135948	-1
ncbigene:156	ncbigene:81470	-1
ncbigene:156	ncbigene:81469	-1
ncbigene:156	ncbigene:391211	-1
ncbigene:156	ncbigene:26716	-1
ncbigene:156	ncbigene:7932	-1
ncbigene:156	ncbigene:442185	-1
ncbigene:156	ncbigene:26707	-1
ncbigene:156	ncbigene:442186	-1
ncbigene:156	ncbigene:26248	-1
ncbigene:156	ncbigene:284521	-1
ncbigene:156	ncbigene:26246	-1
ncbigene:156	ncbigene:391192	-1
ncbigene:156	ncbigene:81466	-1
ncbigene:156	ncbigene:391190	-1
ncbigene:156	ncbigene:391194	-1
ncbigene:156	ncbigene:127062	-1
ncbigene:156	ncbigene:26245	-1
ncbigene:156	ncbigene:127059	-1
ncbigene:156	ncbigene:391196	-1
ncbigene:156	ncbigene:56656	-1
ncbigene:156	ncbigene:26696	-1
ncbigene:156	ncbigene:127069	-1
ncbigene:156	ncbigene:127077	-1
ncbigene:156	ncbigene:127064	-1
ncbigene:156	ncbigene:401992	-1
ncbigene:156	ncbigene:403239	-1
ncbigene:156	ncbigene:343563	-1
ncbigene:156	ncbigene:343173	-1
ncbigene:156	ncbigene:391195	-1
ncbigene:156	ncbigene:127068	-1
ncbigene:156	ncbigene:403244	-1
ncbigene:156	ncbigene:127074	-1
ncbigene:156	ncbigene:401993	-1
ncbigene:156	ncbigene:254879	-1
ncbigene:156	ncbigene:81458	-1
ncbigene:156	ncbigene:343172	-1
ncbigene:156	ncbigene:26693	-1
ncbigene:156	ncbigene:285659	-1
ncbigene:156	ncbigene:26692	-1
ncbigene:156	ncbigene:343171	-1
ncbigene:156	ncbigene:441932	-1
ncbigene:156	ncbigene:134083	-1
ncbigene:156	ncbigene:284383	-1
ncbigene:156	ncbigene:4994	-1
ncbigene:156	ncbigene:4995	-1
ncbigene:156	ncbigene:8392	-1
ncbigene:156	ncbigene:81328	-1
ncbigene:156	ncbigene:81327	-1
ncbigene:156	ncbigene:403253	-1
ncbigene:156	ncbigene:81318	-1
ncbigene:156	ncbigene:119765	-1
ncbigene:156	ncbigene:219429	-1
ncbigene:156	ncbigene:283093	-1
ncbigene:156	ncbigene:283092	-1
ncbigene:156	ncbigene:81309	-1
ncbigene:156	ncbigene:219428	-1
ncbigene:156	ncbigene:256144	-1
ncbigene:156	ncbigene:403257	-1
ncbigene:156	ncbigene:119749	-1
ncbigene:156	ncbigene:79346	-1
ncbigene:156	ncbigene:219432	-1
ncbigene:156	ncbigene:26689	-1
ncbigene:156	ncbigene:390197	-1
ncbigene:156	ncbigene:219986	-1
ncbigene:156	ncbigene:124538	-1
ncbigene:156	ncbigene:219875	-1
ncbigene:156	ncbigene:219983	-1
ncbigene:156	ncbigene:390199	-1
ncbigene:156	ncbigene:26687	-1
ncbigene:156	ncbigene:26686	-1
ncbigene:156	ncbigene:390649	-1
ncbigene:156	ncbigene:81399	-1
ncbigene:156	ncbigene:81099	-1
ncbigene:156	ncbigene:441308	-1
ncbigene:156	ncbigene:729759	-1
ncbigene:156	ncbigene:26683	-1
ncbigene:156	ncbigene:26682	-1
ncbigene:156	ncbigene:79501	-1
ncbigene:156	ncbigene:390648	-1
ncbigene:156	ncbigene:79544	-1
ncbigene:156	ncbigene:390433	-1
ncbigene:156	ncbigene:122740	-1
ncbigene:156	ncbigene:81127	-1
ncbigene:156	ncbigene:390436	-1
ncbigene:156	ncbigene:390431	-1
ncbigene:156	ncbigene:283617	-1
ncbigene:156	ncbigene:79317	-1
ncbigene:156	ncbigene:122742	-1
ncbigene:156	ncbigene:441670	-1
ncbigene:156	ncbigene:390538	-1
ncbigene:156	ncbigene:390429	-1
ncbigene:156	ncbigene:283694	-1
ncbigene:156	ncbigene:390437	-1
ncbigene:156	ncbigene:81300	-1
ncbigene:156	ncbigene:390432	-1
ncbigene:156	ncbigene:441669	-1
ncbigene:156	ncbigene:256148	-1
ncbigene:156	ncbigene:219431	-1
ncbigene:156	ncbigene:390113	-1
ncbigene:156	ncbigene:119764	-1
ncbigene:156	ncbigene:401667	-1
ncbigene:156	ncbigene:401666	-1
ncbigene:156	ncbigene:119687	-1
ncbigene:156	ncbigene:79345	-1
ncbigene:156	ncbigene:79339	-1
ncbigene:156	ncbigene:282763	-1
ncbigene:156	ncbigene:390058	-1
ncbigene:156	ncbigene:390038	-1
ncbigene:156	ncbigene:143503	-1
ncbigene:156	ncbigene:81285	-1
ncbigene:156	ncbigene:256892	-1
ncbigene:156	ncbigene:119694	-1
ncbigene:156	ncbigene:79324	-1
ncbigene:156	ncbigene:81282	-1
ncbigene:156	ncbigene:401663	-1
ncbigene:156	ncbigene:390063	-1
ncbigene:156	ncbigene:390064	-1
ncbigene:156	ncbigene:79470	-1
ncbigene:156	ncbigene:119682	-1
ncbigene:156	ncbigene:390059	-1
ncbigene:156	ncbigene:390061	-1
ncbigene:156	ncbigene:119692	-1
ncbigene:156	ncbigene:401665	-1
ncbigene:156	ncbigene:283111	-1
ncbigene:156	ncbigene:23538	-1
ncbigene:156	ncbigene:390054	-1
ncbigene:156	ncbigene:255725	-1
ncbigene:156	ncbigene:143496	-1
ncbigene:156	ncbigene:340980	-1
ncbigene:156	ncbigene:390066	-1
ncbigene:156	ncbigene:79296	-1
ncbigene:156	ncbigene:119678	-1
ncbigene:156	ncbigene:390081	-1
ncbigene:156	ncbigene:390082	-1
ncbigene:156	ncbigene:390078	-1
ncbigene:156	ncbigene:390079	-1
ncbigene:156	ncbigene:390067	-1
ncbigene:156	ncbigene:390037	-1
ncbigene:156	ncbigene:143502	-1
ncbigene:156	ncbigene:119679	-1
ncbigene:156	ncbigene:390036	-1
ncbigene:156	ncbigene:119774	-1
ncbigene:156	ncbigene:338751	-1
ncbigene:156	ncbigene:119772	-1
ncbigene:156	ncbigene:79473	-1
ncbigene:156	ncbigene:390077	-1
ncbigene:156	ncbigene:390072	-1
ncbigene:156	ncbigene:390075	-1
ncbigene:156	ncbigene:119695	-1
ncbigene:156	ncbigene:120787	-1
ncbigene:156	ncbigene:283110	-1
ncbigene:156	ncbigene:120796	-1
ncbigene:156	ncbigene:390083	-1
ncbigene:156	ncbigene:120793	-1
ncbigene:156	ncbigene:390084	-1
ncbigene:156	ncbigene:387748	-1
ncbigene:156	ncbigene:196335	-1
ncbigene:156	ncbigene:219982	-1
ncbigene:156	ncbigene:219981	-1
ncbigene:156	ncbigene:81050	-1
ncbigene:156	ncbigene:390181	-1
ncbigene:156	ncbigene:79482	-1
ncbigene:156	ncbigene:390195	-1
ncbigene:156	ncbigene:338675	-1
ncbigene:156	ncbigene:219493	-1
ncbigene:156	ncbigene:219447	-1
ncbigene:156	ncbigene:390445	-1
ncbigene:156	ncbigene:390191	-1
ncbigene:156	ncbigene:219965	-1
ncbigene:156	ncbigene:390190	-1
ncbigene:156	ncbigene:219968	-1
ncbigene:156	ncbigene:441608	-1
ncbigene:156	ncbigene:392391	-1
ncbigene:156	ncbigene:390142	-1
ncbigene:156	ncbigene:219436	-1
ncbigene:156	ncbigene:390144	-1
ncbigene:156	ncbigene:219438	-1
ncbigene:156	ncbigene:338674	-1
ncbigene:156	ncbigene:26341	-1
ncbigene:156	ncbigene:403273	-1
ncbigene:156	ncbigene:403274	-1
ncbigene:156	ncbigene:79310	-1
ncbigene:156	ncbigene:79295	-1
ncbigene:156	ncbigene:10798	-1
ncbigene:156	ncbigene:282775	-1
ncbigene:156	ncbigene:26339	-1
ncbigene:156	ncbigene:402135	-1
ncbigene:156	ncbigene:403277	-1
ncbigene:156	ncbigene:403278	-1
ncbigene:156	ncbigene:219437	-1
ncbigene:156	ncbigene:26338	-1
ncbigene:156	ncbigene:390168	-1
ncbigene:156	ncbigene:390167	-1
ncbigene:156	ncbigene:219487	-1
ncbigene:156	ncbigene:219482	-1
ncbigene:156	ncbigene:219484	-1
ncbigene:156	ncbigene:390162	-1
ncbigene:156	ncbigene:120065	-1
ncbigene:156	ncbigene:120066	-1
ncbigene:156	ncbigene:219479	-1
ncbigene:156	ncbigene:390155	-1
ncbigene:156	ncbigene:219464	-1
ncbigene:156	ncbigene:390154	-1
ncbigene:156	ncbigene:81696	-1
ncbigene:156	ncbigene:390148	-1
ncbigene:156	ncbigene:8590	-1
ncbigene:156	ncbigene:135946	-1
ncbigene:156	ncbigene:389090	-1
ncbigene:156	ncbigene:150681	-1
ncbigene:156	ncbigene:390321	-1
ncbigene:156	ncbigene:341416	-1
ncbigene:156	ncbigene:254786	-1
ncbigene:156	ncbigene:341418	-1
ncbigene:156	ncbigene:283365	-1
ncbigene:156	ncbigene:403282	-1
ncbigene:156	ncbigene:403284	-1
ncbigene:156	ncbigene:390327	-1
ncbigene:156	ncbigene:254783	-1
ncbigene:156	ncbigene:390323	-1
ncbigene:156	ncbigene:390326	-1
ncbigene:156	ncbigene:343169	-1
ncbigene:156	ncbigene:79549	-1
ncbigene:156	ncbigene:81448	-1
ncbigene:156	ncbigene:391114	-1
ncbigene:156	ncbigene:128371	-1
ncbigene:156	ncbigene:390261	-1
ncbigene:156	ncbigene:128372	-1
ncbigene:156	ncbigene:81442	-1
ncbigene:156	ncbigene:128366	-1
ncbigene:156	ncbigene:219952	-1
ncbigene:156	ncbigene:341799	-1
ncbigene:156	ncbigene:219874	-1
ncbigene:156	ncbigene:346517	-1
ncbigene:156	ncbigene:390260	-1
ncbigene:156	ncbigene:391112	-1
ncbigene:156	ncbigene:390892	-1
ncbigene:156	ncbigene:26333	-1
ncbigene:156	ncbigene:26659	-1
ncbigene:156	ncbigene:26664	-1
ncbigene:156	ncbigene:26658	-1
ncbigene:156	ncbigene:162998	-1
ncbigene:156	ncbigene:125958	-1
ncbigene:156	ncbigene:26648	-1
ncbigene:156	ncbigene:125962	-1
ncbigene:156	ncbigene:390882	-1
ncbigene:156	ncbigene:390883	-1
ncbigene:156	ncbigene:390275	-1
ncbigene:156	ncbigene:219858	-1
ncbigene:156	ncbigene:26595	-1
ncbigene:156	ncbigene:390271	-1
ncbigene:156	ncbigene:283162	-1
ncbigene:156	ncbigene:26493	-1
ncbigene:156	ncbigene:283159	-1
ncbigene:156	ncbigene:283160	-1
ncbigene:156	ncbigene:338662	-1
ncbigene:156	ncbigene:26494	-1
ncbigene:156	ncbigene:26492	-1
ncbigene:156	ncbigene:219865	-1
ncbigene:156	ncbigene:219469	-1
ncbigene:156	ncbigene:390151	-1
ncbigene:156	ncbigene:390152	-1
ncbigene:156	ncbigene:120586	-1
ncbigene:156	ncbigene:219477	-1
ncbigene:156	ncbigene:81168	-1
ncbigene:156	ncbigene:390157	-1
ncbigene:156	ncbigene:219473	-1
ncbigene:156	ncbigene:219453	-1
ncbigene:156	ncbigene:341568	-1
ncbigene:156	ncbigene:219417	-1
ncbigene:156	ncbigene:504189	-1
ncbigene:156	ncbigene:504190	-1
ncbigene:156	ncbigene:135924	-1
ncbigene:156	ncbigene:130075	-1
ncbigene:156	ncbigene:390174	-1
ncbigene:156	ncbigene:283189	-1
ncbigene:156	ncbigene:504191	-1
ncbigene:156	ncbigene:219954	-1
ncbigene:156	ncbigene:441639	-1
ncbigene:156	ncbigene:219956	-1
ncbigene:156	ncbigene:219957	-1
ncbigene:156	ncbigene:2829	1
ncbigene:157	ncbigene:1230	1
ncbigene:157	ncbigene:2826	1
ncbigene:157	ncbigene:729230	1
ncbigene:157	ncbigene:1232	1
ncbigene:157	ncbigene:1235	1
ncbigene:157	ncbigene:1236	1
ncbigene:157	ncbigene:1237	1
ncbigene:157	ncbigene:10803	1
ncbigene:157	ncbigene:1524	1
ncbigene:157	ncbigene:3577	1
ncbigene:157	ncbigene:3579	1
ncbigene:157	ncbigene:2833	1
ncbigene:157	ncbigene:7852	1
ncbigene:157	ncbigene:643	1
ncbigene:157	ncbigene:10663	1
ncbigene:157	ncbigene:4988	1
ncbigene:157	ncbigene:341276	-1
ncbigene:157	ncbigene:26496	-1
ncbigene:157	ncbigene:283297	-1
ncbigene:157	ncbigene:144124	-1
ncbigene:157	ncbigene:390093	-1
ncbigene:157	ncbigene:121364	-1
ncbigene:157	ncbigene:392133	-1
ncbigene:157	ncbigene:121275	-1
ncbigene:157	ncbigene:282770	-1
ncbigene:157	ncbigene:442194	-1
ncbigene:157	ncbigene:26497	-1
ncbigene:157	ncbigene:26534	-1
ncbigene:157	ncbigene:26533	-1
ncbigene:157	ncbigene:390264	-1
ncbigene:157	ncbigene:79490	-1
ncbigene:157	ncbigene:390265	-1
ncbigene:157	ncbigene:219869	-1
ncbigene:157	ncbigene:219870	-1
ncbigene:157	ncbigene:26539	-1
ncbigene:157	ncbigene:26538	-1
ncbigene:157	ncbigene:26532	-1
ncbigene:157	ncbigene:126541	-1
ncbigene:157	ncbigene:284433	-1
ncbigene:157	ncbigene:26476	-1
ncbigene:157	ncbigene:441911	-1
ncbigene:157	ncbigene:391121	-1
ncbigene:157	ncbigene:127385	-1
ncbigene:157	ncbigene:391109	-1
ncbigene:157	ncbigene:391107	-1
ncbigene:157	ncbigene:121130	-1
ncbigene:157	ncbigene:219960	-1
ncbigene:157	ncbigene:343406	-1
ncbigene:157	ncbigene:219873	-1
ncbigene:157	ncbigene:128360	-1
ncbigene:157	ncbigene:390201	-1
ncbigene:157	ncbigene:81341	-1
ncbigene:157	ncbigene:128367	-1
ncbigene:157	ncbigene:128368	-1
ncbigene:157	ncbigene:26531	-1
ncbigene:157	ncbigene:390439	-1
ncbigene:157	ncbigene:81061	-1
ncbigene:157	ncbigene:440153	-1
ncbigene:157	ncbigene:79334	-1
ncbigene:157	ncbigene:390442	-1
ncbigene:157	ncbigene:122748	-1
ncbigene:157	ncbigene:390441	-1
ncbigene:157	ncbigene:391189	-1
ncbigene:157	ncbigene:26530	-1
ncbigene:157	ncbigene:26529	-1
ncbigene:157	ncbigene:81797	-1
ncbigene:157	ncbigene:79290	-1
ncbigene:157	ncbigene:392376	-1
ncbigene:157	ncbigene:138803	-1
ncbigene:157	ncbigene:138804	-1
ncbigene:157	ncbigene:138799	-1
ncbigene:157	ncbigene:138802	-1
ncbigene:157	ncbigene:286362	-1
ncbigene:157	ncbigene:286365	-1
ncbigene:157	ncbigene:138805	-1
ncbigene:157	ncbigene:441933	-1
ncbigene:157	ncbigene:347468	-1
ncbigene:157	ncbigene:392309	-1
ncbigene:157	ncbigene:284532	-1
ncbigene:157	ncbigene:388761	-1
ncbigene:157	ncbigene:127066	-1
ncbigene:157	ncbigene:401994	-1
ncbigene:157	ncbigene:442191	-1
ncbigene:157	ncbigene:343170	-1
ncbigene:157	ncbigene:8383	-1
ncbigene:157	ncbigene:26189	-1
ncbigene:157	ncbigene:347169	-1
ncbigene:157	ncbigene:26188	-1
ncbigene:157	ncbigene:4991	-1
ncbigene:157	ncbigene:653166	-1
ncbigene:157	ncbigene:8386	-1
ncbigene:157	ncbigene:8387	-1
ncbigene:157	ncbigene:8388	-1
ncbigene:157	ncbigene:8389	-1
ncbigene:157	ncbigene:4992	-1
ncbigene:157	ncbigene:442179	-1
ncbigene:157	ncbigene:8390	-1
ncbigene:157	ncbigene:126370	-1
ncbigene:157	ncbigene:347168	-1
ncbigene:157	ncbigene:26740	-1
ncbigene:157	ncbigene:26219	-1
ncbigene:157	ncbigene:392392	-1
ncbigene:157	ncbigene:26737	-1
ncbigene:157	ncbigene:26735	-1
ncbigene:157	ncbigene:254973	-1
ncbigene:157	ncbigene:392390	-1
ncbigene:157	ncbigene:138881	-1
ncbigene:157	ncbigene:125963	-1
ncbigene:157	ncbigene:138883	-1
ncbigene:157	ncbigene:138882	-1
ncbigene:157	ncbigene:158131	-1
ncbigene:157	ncbigene:219959	-1
ncbigene:157	ncbigene:219958	-1
ncbigene:157	ncbigene:346528	-1
ncbigene:157	ncbigene:346525	-1
ncbigene:157	ncbigene:135941	-1
ncbigene:157	ncbigene:442361	-1
ncbigene:157	ncbigene:392138	-1
ncbigene:157	ncbigene:79541	-1
ncbigene:157	ncbigene:393046	-1
ncbigene:157	ncbigene:401427	-1
ncbigene:157	ncbigene:81392	-1
ncbigene:157	ncbigene:144125	-1
ncbigene:157	ncbigene:338755	-1
ncbigene:157	ncbigene:127608	-1
ncbigene:157	ncbigene:391191	-1
ncbigene:157	ncbigene:121129	-1
ncbigene:157	ncbigene:341152	-1
ncbigene:157	ncbigene:127623	-1
ncbigene:157	ncbigene:81697	-1
ncbigene:157	ncbigene:442184	-1
ncbigene:157	ncbigene:26212	-1
ncbigene:157	ncbigene:4993	-1
ncbigene:157	ncbigene:81472	-1
ncbigene:157	ncbigene:120776	-1
ncbigene:157	ncbigene:120775	-1
ncbigene:157	ncbigene:26211	-1
ncbigene:157	ncbigene:135948	-1
ncbigene:157	ncbigene:81470	-1
ncbigene:157	ncbigene:81469	-1
ncbigene:157	ncbigene:391211	-1
ncbigene:157	ncbigene:26716	-1
ncbigene:157	ncbigene:7932	-1
ncbigene:157	ncbigene:442185	-1
ncbigene:157	ncbigene:26707	-1
ncbigene:157	ncbigene:442186	-1
ncbigene:157	ncbigene:26248	-1
ncbigene:157	ncbigene:284521	-1
ncbigene:157	ncbigene:26246	-1
ncbigene:157	ncbigene:391192	-1
ncbigene:157	ncbigene:81466	-1
ncbigene:157	ncbigene:391190	-1
ncbigene:157	ncbigene:391194	-1
ncbigene:157	ncbigene:127062	-1
ncbigene:157	ncbigene:26245	-1
ncbigene:157	ncbigene:127059	-1
ncbigene:157	ncbigene:391196	-1
ncbigene:157	ncbigene:56656	-1
ncbigene:157	ncbigene:26696	-1
ncbigene:157	ncbigene:127069	-1
ncbigene:157	ncbigene:127077	-1
ncbigene:157	ncbigene:127064	-1
ncbigene:157	ncbigene:401992	-1
ncbigene:157	ncbigene:403239	-1
ncbigene:157	ncbigene:343563	-1
ncbigene:157	ncbigene:343173	-1
ncbigene:157	ncbigene:391195	-1
ncbigene:157	ncbigene:127068	-1
ncbigene:157	ncbigene:403244	-1
ncbigene:157	ncbigene:127074	-1
ncbigene:157	ncbigene:401993	-1
ncbigene:157	ncbigene:254879	-1
ncbigene:157	ncbigene:81458	-1
ncbigene:157	ncbigene:343172	-1
ncbigene:157	ncbigene:26693	-1
ncbigene:157	ncbigene:285659	-1
ncbigene:157	ncbigene:26692	-1
ncbigene:157	ncbigene:343171	-1
ncbigene:157	ncbigene:441932	-1
ncbigene:157	ncbigene:134083	-1
ncbigene:157	ncbigene:284383	-1
ncbigene:157	ncbigene:4994	-1
ncbigene:157	ncbigene:4995	-1
ncbigene:157	ncbigene:8392	-1
ncbigene:157	ncbigene:81328	-1
ncbigene:157	ncbigene:81327	-1
ncbigene:157	ncbigene:403253	-1
ncbigene:157	ncbigene:81318	-1
ncbigene:157	ncbigene:119765	-1
ncbigene:157	ncbigene:219429	-1
ncbigene:157	ncbigene:283093	-1
ncbigene:157	ncbigene:283092	-1
ncbigene:157	ncbigene:81309	-1
ncbigene:157	ncbigene:219428	-1
ncbigene:157	ncbigene:256144	-1
ncbigene:157	ncbigene:403257	-1
ncbigene:157	ncbigene:119749	-1
ncbigene:157	ncbigene:79346	-1
ncbigene:157	ncbigene:219432	-1
ncbigene:157	ncbigene:26689	-1
ncbigene:157	ncbigene:390197	-1
ncbigene:157	ncbigene:219986	-1
ncbigene:157	ncbigene:124538	-1
ncbigene:157	ncbigene:219875	-1
ncbigene:157	ncbigene:219983	-1
ncbigene:157	ncbigene:390199	-1
ncbigene:157	ncbigene:26687	-1
ncbigene:157	ncbigene:26686	-1
ncbigene:157	ncbigene:390649	-1
ncbigene:157	ncbigene:81399	-1
ncbigene:157	ncbigene:81099	-1
ncbigene:157	ncbigene:441308	-1
ncbigene:157	ncbigene:729759	-1
ncbigene:157	ncbigene:26683	-1
ncbigene:157	ncbigene:26682	-1
ncbigene:157	ncbigene:79501	-1
ncbigene:157	ncbigene:390648	-1
ncbigene:157	ncbigene:79544	-1
ncbigene:157	ncbigene:390433	-1
ncbigene:157	ncbigene:122740	-1
ncbigene:157	ncbigene:81127	-1
ncbigene:157	ncbigene:390436	-1
ncbigene:157	ncbigene:390431	-1
ncbigene:157	ncbigene:283617	-1
ncbigene:157	ncbigene:79317	-1
ncbigene:157	ncbigene:122742	-1
ncbigene:157	ncbigene:441670	-1
ncbigene:157	ncbigene:390538	-1
ncbigene:157	ncbigene:390429	-1
ncbigene:157	ncbigene:283694	-1
ncbigene:157	ncbigene:390437	-1
ncbigene:157	ncbigene:81300	-1
ncbigene:157	ncbigene:390432	-1
ncbigene:157	ncbigene:441669	-1
ncbigene:157	ncbigene:256148	-1
ncbigene:157	ncbigene:219431	-1
ncbigene:157	ncbigene:390113	-1
ncbigene:157	ncbigene:119764	-1
ncbigene:157	ncbigene:401667	-1
ncbigene:157	ncbigene:401666	-1
ncbigene:157	ncbigene:119687	-1
ncbigene:157	ncbigene:79345	-1
ncbigene:157	ncbigene:79339	-1
ncbigene:157	ncbigene:282763	-1
ncbigene:157	ncbigene:390058	-1
ncbigene:157	ncbigene:390038	-1
ncbigene:157	ncbigene:143503	-1
ncbigene:157	ncbigene:81285	-1
ncbigene:157	ncbigene:256892	-1
ncbigene:157	ncbigene:119694	-1
ncbigene:157	ncbigene:79324	-1
ncbigene:157	ncbigene:81282	-1
ncbigene:157	ncbigene:401663	-1
ncbigene:157	ncbigene:390063	-1
ncbigene:157	ncbigene:390064	-1
ncbigene:157	ncbigene:79470	-1
ncbigene:157	ncbigene:119682	-1
ncbigene:157	ncbigene:390059	-1
ncbigene:157	ncbigene:390061	-1
ncbigene:157	ncbigene:119692	-1
ncbigene:157	ncbigene:401665	-1
ncbigene:157	ncbigene:283111	-1
ncbigene:157	ncbigene:23538	-1
ncbigene:157	ncbigene:390054	-1
ncbigene:157	ncbigene:255725	-1
ncbigene:157	ncbigene:143496	-1
ncbigene:157	ncbigene:340980	-1
ncbigene:157	ncbigene:390066	-1
ncbigene:157	ncbigene:79296	-1
ncbigene:157	ncbigene:119678	-1
ncbigene:157	ncbigene:390081	-1
ncbigene:157	ncbigene:390082	-1
ncbigene:157	ncbigene:390078	-1
ncbigene:157	ncbigene:390079	-1
ncbigene:157	ncbigene:390067	-1
ncbigene:157	ncbigene:390037	-1
ncbigene:157	ncbigene:143502	-1
ncbigene:157	ncbigene:119679	-1
ncbigene:157	ncbigene:390036	-1
ncbigene:157	ncbigene:119774	-1
ncbigene:157	ncbigene:338751	-1
ncbigene:157	ncbigene:119772	-1
ncbigene:157	ncbigene:79473	-1
ncbigene:157	ncbigene:390077	-1
ncbigene:157	ncbigene:390072	-1
ncbigene:157	ncbigene:390075	-1
ncbigene:157	ncbigene:119695	-1
ncbigene:157	ncbigene:120787	-1
ncbigene:157	ncbigene:283110	-1
ncbigene:157	ncbigene:120796	-1
ncbigene:157	ncbigene:390083	-1
ncbigene:157	ncbigene:120793	-1
ncbigene:157	ncbigene:390084	-1
ncbigene:157	ncbigene:387748	-1
ncbigene:157	ncbigene:196335	-1
ncbigene:157	ncbigene:219982	-1
ncbigene:157	ncbigene:219981	-1
ncbigene:157	ncbigene:81050	-1
ncbigene:157	ncbigene:390181	-1
ncbigene:157	ncbigene:79482	-1
ncbigene:157	ncbigene:390195	-1
ncbigene:157	ncbigene:338675	-1
ncbigene:157	ncbigene:219493	-1
ncbigene:157	ncbigene:219447	-1
ncbigene:157	ncbigene:390445	-1
ncbigene:157	ncbigene:390191	-1
ncbigene:157	ncbigene:219965	-1
ncbigene:157	ncbigene:390190	-1
ncbigene:157	ncbigene:219968	-1
ncbigene:157	ncbigene:441608	-1
ncbigene:157	ncbigene:392391	-1
ncbigene:157	ncbigene:390142	-1
ncbigene:157	ncbigene:219436	-1
ncbigene:157	ncbigene:390144	-1
ncbigene:157	ncbigene:219438	-1
ncbigene:157	ncbigene:338674	-1
ncbigene:157	ncbigene:26341	-1
ncbigene:157	ncbigene:403273	-1
ncbigene:157	ncbigene:403274	-1
ncbigene:157	ncbigene:79310	-1
ncbigene:157	ncbigene:79295	-1
ncbigene:157	ncbigene:10798	-1
ncbigene:157	ncbigene:282775	-1
ncbigene:157	ncbigene:26339	-1
ncbigene:157	ncbigene:402135	-1
ncbigene:157	ncbigene:403277	-1
ncbigene:157	ncbigene:403278	-1
ncbigene:157	ncbigene:219437	-1
ncbigene:157	ncbigene:26338	-1
ncbigene:157	ncbigene:390168	-1
ncbigene:157	ncbigene:390167	-1
ncbigene:157	ncbigene:219487	-1
ncbigene:157	ncbigene:219482	-1
ncbigene:157	ncbigene:219484	-1
ncbigene:157	ncbigene:390162	-1
ncbigene:157	ncbigene:120065	-1
ncbigene:157	ncbigene:120066	-1
ncbigene:157	ncbigene:219479	-1
ncbigene:157	ncbigene:390155	-1
ncbigene:157	ncbigene:219464	-1
ncbigene:157	ncbigene:390154	-1
ncbigene:157	ncbigene:81696	-1
ncbigene:157	ncbigene:390148	-1
ncbigene:157	ncbigene:8590	-1
ncbigene:157	ncbigene:135946	-1
ncbigene:157	ncbigene:389090	-1
ncbigene:157	ncbigene:150681	-1
ncbigene:157	ncbigene:390321	-1
ncbigene:157	ncbigene:341416	-1
ncbigene:157	ncbigene:254786	-1
ncbigene:157	ncbigene:341418	-1
ncbigene:157	ncbigene:283365	-1
ncbigene:157	ncbigene:403282	-1
ncbigene:157	ncbigene:403284	-1
ncbigene:157	ncbigene:390327	-1
ncbigene:157	ncbigene:254783	-1
ncbigene:157	ncbigene:390323	-1
ncbigene:157	ncbigene:390326	-1
ncbigene:157	ncbigene:343169	-1
ncbigene:157	ncbigene:79549	-1
ncbigene:157	ncbigene:81448	-1
ncbigene:157	ncbigene:391114	-1
ncbigene:157	ncbigene:128371	-1
ncbigene:157	ncbigene:390261	-1
ncbigene:157	ncbigene:128372	-1
ncbigene:157	ncbigene:81442	-1
ncbigene:157	ncbigene:128366	-1
ncbigene:157	ncbigene:219952	-1
ncbigene:157	ncbigene:341799	-1
ncbigene:157	ncbigene:219874	-1
ncbigene:157	ncbigene:346517	-1
ncbigene:157	ncbigene:390260	-1
ncbigene:157	ncbigene:391112	-1
ncbigene:157	ncbigene:390892	-1
ncbigene:157	ncbigene:26333	-1
ncbigene:157	ncbigene:26659	-1
ncbigene:157	ncbigene:26664	-1
ncbigene:157	ncbigene:26658	-1
ncbigene:157	ncbigene:162998	-1
ncbigene:157	ncbigene:125958	-1
ncbigene:157	ncbigene:26648	-1
ncbigene:157	ncbigene:125962	-1
ncbigene:157	ncbigene:390882	-1
ncbigene:157	ncbigene:390883	-1
ncbigene:157	ncbigene:390275	-1
ncbigene:157	ncbigene:219858	-1
ncbigene:157	ncbigene:26595	-1
ncbigene:157	ncbigene:390271	-1
